,Dataset: BOB18-1993,,,,,,,,,,,,,,,,,,,,
,"Data From: Air Battles and Ground Battles--A Common Pattern?,",,,,,,,,,,,,,,,,,,,,
,,RAND Corporation Paper P-4548,,,,,,,,,,,,,,,,,,,
,Author: Robert L. Helmbold,,,,,,,,,,,,,,,,,,,,
,Organization: The RAND Corporation,,,,,,,,,,,,,,,,,,,,
,"Address: Santa Monica, CA",,,,,,,,,,,,,,,,,,,,
,Publication Date: January 1971,,,,,,,,,,,,,,,,,,,,
,Classification: UNCLASSIFIED,,,,,,,,,,,,,,,,,,,,
,Source Available From: DTIC or the RAND Corporation,,,,,,,,,,,,,,,,,,,,
,"Prepared By: Robert L. Helmbold, US Army Concepts Analysis Agency",,,,,,,,,,,,,,,,,,,,
,Last Revised: 1 November 1993,,,,,,,,,,,,,,,,,,,,
+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+
|,,,,Fighter,,,,|,,,,,Lanchester Parameters,,,,,,,,|
|,,,Luftwaffe,Command,,Fighter,,|,-,-,-,-,-,-,-,-,-,-,-,-,|
|,,,Attack,Defense,Luftwaffe,Command,Duration,|,Force,Surviving Forces:,,Surviving Fractions:,,Casualty Fractions:,,Activity,Mu,Defender's,,Intensity,|
|,,,"Sorties,","Sorties,","Losses,","Losses,","In Days,",|,"Ratio,","Attacker,","Defender,","Attacker,","Defender,","Attacker,","Defender,","Ratio,","Parameter,","Advantage,","Bitterness,","(per day),",|
|,No.,Date,x0,y0,Cx,Cy,T,|,x0/y0,x,y,a,d,fx,fy,D/A,mu,V = ln(mu),epsilon,lambda,|
+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+
|,1,08/13/1940,1485,700,45,13,1,|,2.12142857142857,1440,687,0.96969696969697,0.981428571428571,0.0303030303030303,0.0185714285714286,7.29992790194665,1.27359361103802,0.241842519636558,0.024017491119252,0.024017491119252,|
|,2,08/14/1940,489,494,19,8,1,|,0.989878542510121,470,486,0.961145194274029,0.983805668016194,0.0388548057259713,0.0161943319838057,2.32410714285714,1.54009021836849,0.431840998065761,0.0254362370162281,0.0254362370162281,|
|,3,08/15/1940,1786,974,75,34,1,|,1.83367556468173,1711,940,0.958006718924972,0.965092402464066,0.041993281075028,0.0349075975359343,4.0302876636548,1.09482706489302,0.0905964191914027,0.0390423962303239,0.0390423962303239,|
|,4,08/16/1940,1715,776,45,21,1,|,2.21005154639175,1670,755,0.973760932944606,0.972938144329897,0.0262390670553936,0.0270618556701031,4.73779975739479,0.984885962573901,-0.0152294185490276,0.0270088048886152,0.0270088048886152,|
|,5,08/24/1940,1200,981,38,22,1,|,1.22324159021407,1162,959,0.968333333333333,0.977573904179409,0.0316666666666666,0.0224260958205912,2.10299906279288,1.18551567573298,0.170177849323273,0.0270158562044364,0.0270158562044364,|
|,6,08/25/1940,880,524,20,16,1,|,1.6793893129771,860,508,0.977272727272727,0.969465648854962,0.0227272727272727,0.0305343511450382,2.10755813953488,0.864447050519595,-0.145665224410573,0.026700310504623,0.026700310504623,|
|,7,08/26/1940,1088,829,41,31,1,|,1.3124246079614,1047,798,0.962316176470588,0.962605548854041,0.0376838235294118,0.037394451145959,1.73553145508258,1.00378772341249,0.00378056805083182,0.0382615916510109,0.0382615916510109,|
|,8,08/27/1940,225,335,9,1,1,|,0.671641791044776,216,334,0.96,0.997014925373134,0.04,0.0029850746268657,5.93273542600897,3.6265175164969,1.28827282594806,0.0110464647986168,0.0110464647986168,|
|,9,08/28/1940,976,761,30,20,1,|,1.28252299605782,946,741,0.969262295081967,0.973718791064389,0.0307377049180327,0.026281208935611,1.91944074567244,1.08024482375239,0.077187704105754,0.0288352720654106,0.0288352720654106,|
|,10,08/29/1940,940,526,17,9,1,|,1.78707224334601,923,517,0.981914893617021,0.982889733840304,0.0180851063829788,0.0171102661596958,3.37392138063279,1.02783965643212,0.0274591786340693,0.0177475549108303,0.0177475549108303,|
|,11,08/30/1940,1605,1054,36,26,1,|,1.52277039848197,1569,1028,0.977570093457944,0.975332068311195,0.0224299065420561,0.0246679316888045,2.11084016847706,0.954098579283725,-0.0469882802897734,0.0238037073398857,0.0238037073398857,|
|,12,08/31/1940,1620,1007,41,39,1,|,1.60873882820258,1579,968,0.974691358024691,0.961271102284012,0.0253086419753087,0.0387288977159881,1.70281077572217,0.811143422583557,-0.209310393913389,0.0318200017649467,0.0318200017649467,|
|,13,09/01/1940,820,690,14,15,1,|,1.18840579710145,806,675,0.982926829268293,0.978260869565217,0.0170731707317073,0.0217391304347826,1.11179487179487,0.887253194362529,-0.119624887166121,0.0194547988299393,0.0194547988299393,|
|,14,09/02/1940,1047,780,35,31,1,|,1.34230769230769,1012,749,0.966571155682903,0.96025641025641,0.0334288443170965,0.0397435897435897,1.52039072554273,0.918598066307737,-0.0849066121354013,0.0371332402938608,0.0371332402938608,|
|,15,09/03/1940,676,745,16,16,1,|,0.907382550335571,660,729,0.976331360946745,0.978523489932886,0.0236686390532544,0.021476510067114,0.906377204884667,1.04921396914145,0.048041283010252,0.0228043043039176,0.0228043043039176,|
|,16,09/04/1940,947,698,25,17,1,|,1.3567335243553,922,681,0.973600844772967,0.975644699140401,0.0263991552270327,0.0243553008595988,1.99313227829203,1.0405752807775,0.0397737148134189,0.025683934284304,0.025683934284304,|
|,17,09/05/1940,903,712,23,20,1,|,1.26825842696629,880,692,0.97452934662237,0.971910112359551,0.0254706533776301,0.0280898876404494,1.46043447293447,0.952869182234646,-0.0482776541787386,0.027112919799132,0.027112919799132,|
|,18,09/06/1940,797,1031,35,23,1,|,0.773035887487876,762,1008,0.956085319949812,0.977691561590689,0.0439146800501882,0.0223084384093113,1.16350726059236,1.39535557776512,0.333149277248539,0.0318297281661144,0.0318297281661144,|
+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+
|,Totals,,19199,13617,564,362,18,|,25.0789598718521,18635,13255,17.4640155503419,17.5454236518453,0.53598444965806,0.454576348154671,47.5335964338183,21.6908565756762,2.0821198673849,0.484754614171448,0.484754614171448,|
|,Averages,,1066.61111111111,756.5,31.3333333333333,20.1111111111111,1,|,1.39327554843623,1035.27777777778,736.388888888889,0.970223086130108,0.974745758435852,0.0297769138698922,0.0252542415641484,2.64075535743435,1.20504758753756,0.115673325965828,0.0269308118984138,0.0269308118984138,|
|,Std'd errors,,Err:511,Err:511,Err:511,Err:511,Err:511,|,Err:511,Err:511,Err:511,Err:511,Err:511,Err:511,Err:511,Err:511,Err:511,Err:511,Err:511,Err:511,|
+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+
|,Composite,,1066.61111111111,756.5,31.3333333333333,20.1111111111111,1,|,1.4099287655137,1035.27777777778,736.388888888889,0.970623469972395,0.973415583461849,0.0293765300276055,0.0265844165381508,2.19357658734923,1.05045929895419,0.0492274961013035,0.0283440419341494,0.0283440419341494,|
+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+
