,Dataset: COMPTON-1993 (COMP6AD),,,,,,,,,
,Data From (Title): Personnel Attrition Data,,,,,,,,,
,"Author: Compton, Jonathon W.",,,,,,,,,
,Organization: US Army TRADOC Systems Analysis Activity,,,,,,,,,
,"Address: White Sands Missile Range, New Mexico 88002",,,,,,,,,
,Publication Date: November 1983.,,,,,,,,,
,Classification: UNCLASSIFIED.,,,,,,,,,
,Source Available From: DTIC as AD-B085 206.,,,,,,,,,
,"Prepared By: Dr. Robert L. Helmbold, US Army Concepts Analysis Agency",,,,,,,,,
,Spreadsheet last revised: 17 November 1993.,,,,,,,,,
-,-,-,-,-,-,-,-,-,-,-
Seq.,Division,,Sub-Unit,Sub-Unit,Sub-Unit,,,,,
No.,Name,Date,Level 1,Level 2,Level 3,KIA,WIA,MIA,NB,Total
-,-,-,-,-,-,-,-,-,-,-
1,6th Armored,12/31/1944,CCA,HHC,--,--,1,--,--,1
2,6th Armored,12/31/1944,CCA,MED DET,--,--,--,--,--,0
3,6th Armored,12/31/1944,CCA,69 TANK BN,HHC,--,--,--,--,0
4,6th Armored,12/31/1944,CCA,69 TANK BN,SVC CO,--,--,--,--,0
5,6th Armored,12/31/1944,CCA,69 TANK BN,A CO,--,--,--,--,0
6,6th Armored,12/31/1944,CCA,69 TANK BN,B CO,--,5,--,--,5
7,6th Armored,12/31/1944,CCA,69 TANK BN,C CO,--,--,--,--,0
8,6th Armored,12/31/1944,CCA,69 TANK BN,D CO,--,--,--,--,0
9,6th Armored,12/31/1944,CCA,69 TANK BN,MED DET,--,--,--,1,1
10,6th Armored,12/31/1944,CCA,44 ARM INF BN,HHC,1,--,--,--,1
11,6th Armored,12/31/1944,CCA,44 ARM INF BN,SVC CO,1,1,--,1,3
12,6th Armored,12/31/1944,CCA,44 ARM INF BN,A CO,--,9,--,4,13
13,6th Armored,12/31/1944,CCA,44 ARM INF BN,B CO,2,17,--,5,24
14,6th Armored,12/31/1944,CCA,44 ARM INF BN,C CO,2,13,1,3,19
15,6th Armored,12/31/1944,CCA,44 ARM INF BN,MED DET,1,1,--,--,2
16,6th Armored,12/31/1944,CCA,128 ARM FA BN,HHB,--,--,--,1,1
17,6th Armored,12/31/1944,CCA,128 ARM FA BN,SVC BTRY,--,--,--,--,0
18,6th Armored,12/31/1944,CCA,128 ARM FA BN,A BTRY,--,--,--,--,0
19,6th Armored,12/31/1944,CCA,128 ARM FA BN,B BTRY,--,--,--,--,0
20,6th Armored,12/31/1944,CCA,128 ARM FA BN,C BTRY,--,--,--,--,0
21,6th Armored,12/31/1944,CCA,128 ARM FA BN,MED DET,--,--,--,--,0
22,6th Armored,12/31/1944,CCA,"C CO, 25 ARM ENGR CBT BN",--,--,1,--,--,1
23,6th Armored,12/31/1944,CCA,"A CO, 603 TD BN",--,--,--,--,1,1
24,6th Armored,12/31/1944,CCA,"A BTRY, 777 AAA AW BN",--,--,--,--,--,0
25,6th Armored,12/31/1944,CCB,HHC,--,--,--,--,1,1
26,6th Armored,12/31/1944,CCB,68 TANK BN,HHC,--,--,--,--,0
27,6th Armored,12/31/1944,CCB,68 TANK BN,SVC CO,--,--,--,--,0
28,6th Armored,12/31/1944,CCB,68 TANK BN,A CO,--,--,--,--,0
29,6th Armored,12/31/1944,CCB,68 TANK BN,B CO,--,--,--,1,1
30,6th Armored,12/31/1944,CCB,68 TANK BN,C CO,--,--,--,--,0
31,6th Armored,12/31/1944,CCB,68 TANK BN,D CO,--,--,--,--,0
32,6th Armored,12/31/1944,CCB,68 TANK BN,MED DET,--,--,--,--,0
33,6th Armored,12/31/1944,CCB,50 ARMD INF BN,HHC,--,--,--,--,0
34,6th Armored,12/31/1944,CCB,50 ARMD INF BN,SVC CO,--,--,--,--,0
35,6th Armored,12/31/1944,CCB,50 ARMD INF BN,A CO,--,--,--,1,1
36,6th Armored,12/31/1944,CCB,50 ARMD INF BN,B CO,--,--,--,--,0
37,6th Armored,12/31/1944,CCB,50 ARMD INF BN,C CO,--,--,--,4,4
38,6th Armored,12/31/1944,CCB,50 ARMD INF BN,MED DET,--,--,--,--,0
39,6th Armored,12/31/1944,CCB,212 ARM FA BN,HHB,--,--,--,--,0
40,6th Armored,12/31/1944,CCB,212 ARM FA BN,SVC BTRY,--,--,--,--,0
41,6th Armored,12/31/1944,CCB,212 ARM FA BN,A BTRY,--,--,--,--,0
42,6th Armored,12/31/1944,CCB,212 ARM FA BN,B BTRY,--,--,--,--,0
43,6th Armored,12/31/1944,CCB,212 ARM FA BN,C BTRY,--,--,--,--,0
44,6th Armored,12/31/1944,CCB,212 ARM FA BN,MED DET,--,--,--,--,0
45,6th Armored,12/31/1944,CCB,"A CO, 25 ARM ENGR BN",--,--,--,--,--,0
46,6th Armored,12/31/1944,CCB,"C CO, 603 TD BN",--,--,--,--,3,3
47,6th Armored,12/31/1944,CCB,"B BTRY, 777 AAA AW BN",--,--,--,--,--,0
48,6th Armored,12/31/1944,CCR,HQ,--,--,--,--,--,0
49,6th Armored,12/31/1944,CCR,15 TANK BN,HHC,--,--,--,--,0
50,6th Armored,12/31/1944,CCR,15 TANK BN,SVC CO,--,--,--,--,0
51,6th Armored,12/31/1944,CCR,15 TANK BN,A CO,--,--,--,--,0
52,6th Armored,12/31/1944,CCR,15 TANK BN,B CO,--,--,--,--,0
53,6th Armored,12/31/1944,CCR,15 TANK BN,C CO,--,--,--,--,0
54,6th Armored,12/31/1944,CCR,15 TANK BN,D CO,--,--,--,--,0
55,6th Armored,12/31/1944,CCR,15 TANK BN,MED DET,--,--,--,--,0
56,6th Armored,12/31/1944,CCR,9 ARM INF BN,HHC,--,--,--,1,1
57,6th Armored,12/31/1944,CCR,9 ARM INF BN,SVC CO,--,--,--,1,1
58,6th Armored,12/31/1944,CCR,9 ARM INF BN,A CO,--,--,--,2,2
59,6th Armored,12/31/1944,CCR,9 ARM INF BN,B CO,--,--,--,4,4
60,6th Armored,12/31/1944,CCR,9 ARM INF BN,C CO,--,--,--,--,0
61,6th Armored,12/31/1944,CCR,9 ARM INF BN,MED DET,--,--,--,--,0
62,6th Armored,12/31/1944,CCR,25 ARM ENGR CBT BN (-),HHC,--,--,--,1,1
63,6th Armored,12/31/1944,CCR,25 ARM ENGR CBT BN (-),B CO,--,--,--,--,0
64,6th Armored,12/31/1944,CCR,25 ARM ENGR CBT BN (-),MED DET,--,--,--,--,0
65,6th Armored,12/31/1944,CCR,603 TD BN (-),HHC,--,--,--,--,0
66,6th Armored,12/31/1944,CCR,603 TD BN (-),RCN CO,--,--,--,--,0
67,6th Armored,12/31/1944,CCR,603 TD BN (-),B CO,--,--,--,--,0
68,6th Armored,12/31/1944,CCR,603 TD BN (-),MED DET,--,--,--,--,0
69,6th Armored,12/31/1944,CCR,777 AAA AW BN (-),HHC,--,--,--,--,0
70,6th Armored,12/31/1944,CCR,777 AAA AW BN (-),C BTRY,--,--,--,--,0
71,6th Armored,12/31/1944,CCR,777 AAA AW BN (-),MED DET,--,--,--,--,0
72,6th Armored,12/31/1944,DIVARTY,HHB,--,--,--,--,--,0
73,6th Armored,12/31/1944,DIVARTY,MED DET,--,--,--,--,--,0
74,6th Armored,12/31/1944,DIVARTY,231 ARM FA BN,HHB,--,--,--,--,0
75,6th Armored,12/31/1944,DIVARTY,231 ARM FA BN,SVC BTRY,--,--,--,--,0
76,6th Armored,12/31/1944,DIVARTY,231 ARM FA BN,A BTRY,--,--,--,--,0
77,6th Armored,12/31/1944,DIVARTY,231 ARM FA BN,B BTRY,--,--,--,1,1
78,6th Armored,12/31/1944,DIVARTY,231 ARM FA BN,C BTRY,--,--,--,--,0
79,6th Armored,12/31/1944,DIVARTY,231 ARM FA BN,MED DET,--,--,--,--,0
80,6th Armored,12/31/1944,DIVARTY,"D BTRY, 777 AAA AW BN",--,--,--,--,--,0
81,6th Armored,12/31/1944,DIVARTY,"HHB, 193 FA GROUP",--,--,--,--,--,0
82,6th Armored,12/31/1944,DIVARTY,177 FA BN,HHB,--,--,--,--,0
83,6th Armored,12/31/1944,DIVARTY,177 FA BN,SVC BTRY,--,--,--,--,0
84,6th Armored,12/31/1944,DIVARTY,177 FA BN,A BTRY,--,--,--,--,0
85,6th Armored,12/31/1944,DIVARTY,177 FA BN,B BTRY,--,--,--,--,0
86,6th Armored,12/31/1944,DIVARTY,177 FA BN,C BTRY,--,--,--,--,0
87,6th Armored,12/31/1944,DIVARTY,177 FA BN,MED DET,--,--,--,--,0
88,6th Armored,12/31/1944,DIVARTY,253 ARM FA BN,HHB,--,--,--,--,0
89,6th Armored,12/31/1944,DIVARTY,253 ARM FA BN,SVC BTRY,--,--,--,--,0
90,6th Armored,12/31/1944,DIVARTY,253 ARM FA BN,A BTRY,--,--,--,--,0
91,6th Armored,12/31/1944,DIVARTY,253 ARM FA BN,B BTRY,--,--,--,--,0
92,6th Armored,12/31/1944,DIVARTY,253 ARM FA BN,C BTRY,--,--,--,--,0
93,6th Armored,12/31/1944,DIVARTY,253 ARM FA BN,MED DET,--,--,--,--,0
94,6th Armored,12/31/1944,DIVARTY,696 ARM FA BN,HHB,--,--,--,--,0
95,6th Armored,12/31/1944,DIVARTY,696 ARM FA BN,SVC BTRY,--,--,--,--,0
96,6th Armored,12/31/1944,DIVARTY,696 ARM FA BN,A BTRY,--,--,--,--,0
97,6th Armored,12/31/1944,DIVARTY,696 ARM FA BN,B BTRY,--,--,--,--,0
